uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/datasets/src/datasets/info.py:DatasetInfosDict:write_to_directory,DatasetInfosDict:write_to_directory,method,21,66,54,974,14.76,0,4,"['self', 'dataset_infos_dir', 'overwrite', 'pretty_print']","[None, None, None, None]","[None, None, 'False', 'False']",403,[],"['self.from_directory', 'total_dataset_infos.update', 'open', 'asdict', 'total_dataset_infos.items', 'json.dump', 'DatasetCard.load', 'DatasetCardData', 'total_dataset_infos.to_dataset_card_data', 'DatasetCard', 'str', 'dataset_card.save']",12
repos/datasets/src/datasets/info.py:MetricInfo:__post_init__,MetricInfo:__post_init__,method,6,36,33,233,6.47,1,2,['self'],[None],[None],538,[],"['isinstance', 'ValueError']",2
repos/datasets/src/datasets/info.py:MetricInfo:from_dict,MetricInfo:from_dict,method,5,18,14,116,6.44,1,0,"['cls', 'metric_info_dict']","[None, ' dict']","[None, None]",591,[],"['dataclasses.fields', 'cls', 'metric_info_dict.items']",3
repos/datasets/src/datasets/info.py:MetricInfo:from_directory,MetricInfo:from_directory,method,9,24,23,316,13.17,0,1,"['cls', 'metric_info_dir']","[None, None]","[None, None]",568,"['        """"""Create MetricInfo from the JSON file in `metric_info_dir`.\n', '\n', '        Args:\n', '            metric_info_dir: `str` The directory containing the metadata file. This\n', '                should be the root directory of a specific dataset version.\n', '\n', '        Example:\n', '\n', '        ```py\n', '        >>> from datasets import MetricInfo\n', '        >>> metric_info = MetricInfo.from_directory(""/path/to/directory/"")\n', '        ```\n', '        """"""\n']","['logger.info', 'ValueError', 'MetricInfo.from_directory', 'open', 'json.load', 'cls.from_dict']",6
repos/datasets/src/datasets/info.py:MetricInfo:write_to_directory,MetricInfo:write_to_directory,method,5,24,17,276,11.5,0,1,"['self', 'metric_info_dir', 'pretty_print']","[None, None, None]","[None, None, 'False']",547,"['        """"""Write `MetricInfo` as JSON to `metric_info_dir`.\n', '        Also save the license separately in LICENCE.\n', '        If `pretty_print` is True, the JSON will be pretty-printed with the indent level of 4.\n', '\n', '        Example:\n', '\n', '        ```py\n', '        >>> from datasets import load_metric\n', '        >>> metric = load_metric(""accuracy"")\n', '        >>> metric.info.write_to_directory(""/path/to/directory/"")\n', '        ```\n', '        """"""\n']","['open', 'json.dump', 'f.write']",3
repos/datasets/src/datasets/info.py:PostProcessedInfo:__post_init__,PostProcessedInfo:__post_init__,method,4,11,9,113,10.27,0,1,['self'],[None],[None],82,[],"['isinstance', 'Features.from_dict']",2
repos/datasets/src/datasets/info.py:PostProcessedInfo:from_dict,PostProcessedInfo:from_dict,method,5,18,14,124,6.89,1,0,"['cls', 'post_processed_info_dict']","[None, ' dict']","[None, None]",88,[],"['dataclasses.fields', 'cls', 'post_processed_info_dict.items']",3
repos/datasets/src/datasets/inspect.py:get_dataset_config_info,get_dataset_config_info,function,10,40,32,290,7.25,0,0,"['path', 'config_name', 'data_files', 'Sequence[str]', 'Mapping[str', 'Union[str', 'Sequence[str]]]]] ', 'download_config', 'download_mode', 'str]] ', 'revision', 'Version]] ', 'token', 'str]] ', 'use_auth_token', '**config_kwargs', '']","[' str', ' Optional[str] ', ' Optional[Union[str', None, None, None, None, ' Optional[DownloadConfig] ', ' Optional[Union[DownloadMode', None, ' Optional[Union[str', None, ' Optional[Union[bool', None, None, None, None]","[None, ' None', None, None, None, None, ' None', ' None', None, ' None', None, ' None', None, ' None', '""deprecated""', None, None]",429,"['    """"""Get the meta information (DatasetInfo) about a dataset for a particular config\n', '\n', '    Args:\n', '        path (``str``): path to the dataset processing script with the dataset builder. Can be either:\n', '\n', '            - a local path to processing script or the directory containing the script (if the script has the same name as the directory),\n', ""                e.g. ``'./dataset/squad'`` or ``'./dataset/squad/squad.py'``\n"", '            - a dataset identifier on the Hugging Face Hub (list all available datasets and ids with ``datasets.list_datasets()``)\n', ""                e.g. ``'squad'``, ``'glue'`` or ``'openai/webtext'``\n"", '        config_name (:obj:`str`, optional): Defining the name of the dataset configuration.\n', '        data_files (:obj:`str` or :obj:`Sequence` or :obj:`Mapping`, optional): Path(s) to source data file(s).\n', '        download_config (:class:`~download.DownloadConfig`, optional): Specific download configuration parameters.\n', '        download_mode (:class:`DownloadMode` or :obj:`str`, default ``REUSE_DATASET_IF_EXISTS``): Download/generate mode.\n', '        revision (:class:`~utils.Version` or :obj:`str`, optional): Version of the dataset script to load.\n', '            As datasets have their own git repository on the Datasets Hub, the default version ""main"" corresponds to their ""main"" branch.\n', '            You can specify a different version than the default ""main"" by using a commit SHA or a git tag of the dataset repository.\n', '        token (``str`` or :obj:`bool`, optional): Optional string or boolean to use as Bearer token for remote files on the Datasets Hub.\n', '            If True, or not specified, will get token from `""~/.huggingface""`.\n', '        use_auth_token (``str`` or :obj:`bool`, optional): Optional string or boolean to use as Bearer token for remote files on the Datasets Hub.\n', '            If True, or not specified, will get token from `""~/.huggingface""`.\n', '\n', '            <Deprecated version=""2.14.0"">\n', '\n', '            `use_auth_token` was deprecated in favor of `token` in version 2.14.0 and will be removed in 3.0.0.\n', '\n', '            </Deprecated>\n', '\n', '        **config_kwargs (additional keyword arguments): optional attributes for builder class which will override the attributes if supplied.\n', '\n', '    """"""\n']",[],0
repos/datasets/src/datasets/inspect.py:get_dataset_config_names,get_dataset_config_names,function,5,22,21,446,20.27,0,0,"['path', 'revision', 'Version]] ', 'download_config', 'download_mode', 'str]] ', 'dynamic_modules_path', 'data_files', 'List', 'str]] ', '**download_kwargs', '']","[' str', ' Optional[Union[str', None, ' Optional[DownloadConfig] ', ' Optional[Union[DownloadMode', None, ' Optional[str] ', ' Optional[Union[Dict', None, None, None, None]","[None, None, ' None', ' None', None, ' None', ' None', None, None, ' None', None, None]",291,"['    """"""Get the list of available config names for a particular dataset.\n', '\n', '    Args:\n', '        path (`str`): path to the dataset processing script with the dataset builder. Can be either:\n', '\n', '            - a local path to processing script or the directory containing the script (if the script has the same name as the directory),\n', ""                e.g. `'./dataset/squad'` or `'./dataset/squad/squad.py'`\n"", '            - a dataset identifier on the Hugging Face Hub (list all available datasets and ids with [`datasets.list_datasets`])\n', ""                e.g. `'squad'`, `'glue'` or `'openai/webtext'`\n"", '        revision (`Union[str, datasets.Version]`, *optional*):\n', '            If specified, the dataset module will be loaded from the datasets repository at this version.\n', '            By default:\n', '            - it is set to the local version of the lib.\n', ""            - it will also try to load it from the main branch if it's not available at the local version of the lib.\n"", '            Specifying a version that is different from your local version of the lib might cause compatibility issues.\n', '        download_config ([`DownloadConfig`], *optional*):\n', '            Specific download configuration parameters.\n', '        download_mode ([`DownloadMode`] or `str`, defaults to `REUSE_DATASET_IF_EXISTS`):\n', '            Download/generate mode.\n', '        dynamic_modules_path (`str`, defaults to `~/.cache/huggingface/modules/datasets_modules`):\n', '            Optional path to the directory in which the dynamic modules are saved. It must have been initialized with `init_dynamic_modules`.\n', '            By default the datasets and metrics are stored inside the `datasets_modules` module.\n', '        data_files (`Union[Dict, List, str]`, *optional*):\n', '            Defining the data_files of the dataset configuration.\n', '        **download_kwargs (additional keyword arguments):\n', '            Optional attributes for [`DownloadConfig`] which will override the attributes in `download_config` if supplied,\n', '            for example `token`.\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> from datasets import get_dataset_config_names\n', '    >>> get_dataset_config_names(""glue"")\n', ""    ['cola',\n"", ""     'sst2',\n"", ""     'mrpc',\n"", ""     'qqp',\n"", ""     'stsb',\n"", ""     'mnli',\n"", ""     'mnli_mismatched',\n"", ""     'mnli_matched',\n"", ""     'qnli',\n"", ""     'rte',\n"", ""     'wnli',\n"", ""     'ax']\n"", '    ```\n', '    """"""\n']","['dataset_module_factory', 'get_dataset_builder_class', 'list']",3
repos/datasets/src/datasets/inspect.py:get_dataset_default_config_name,get_dataset_default_config_name,function,10,31,28,545,17.58,0,2,"['path', 'revision', 'Version]] ', 'download_config', 'download_mode', 'str]] ', 'dynamic_modules_path', 'data_files', 'List', 'str]] ', '**download_kwargs', '']","[' str', ' Optional[Union[str', None, ' Optional[DownloadConfig] ', ' Optional[Union[DownloadMode', None, ' Optional[str] ', ' Optional[Union[Dict', None, None, None, None]","[None, None, ' None', ' None', None, ' None', ' None', None, None, ' None', None, None]",362,"['    """"""Get the default config name for a particular dataset.\n', '    Can return None only if the dataset has multiple configurations and no default configuration.\n', '\n', '    Args:\n', '        path (`str`): path to the dataset processing script with the dataset builder. Can be either:\n', '\n', '            - a local path to processing script or the directory containing the script (if the script has the same name as the directory),\n', ""                e.g. `'./dataset/squad'` or `'./dataset/squad/squad.py'`\n"", '            - a dataset identifier on the Hugging Face Hub (list all available datasets and ids with [`datasets.list_datasets`])\n', ""                e.g. `'squad'`, `'glue'` or `'openai/webtext'`\n"", '        revision (`Union[str, datasets.Version]`, *optional*):\n', '            If specified, the dataset module will be loaded from the datasets repository at this version.\n', '            By default:\n', '            - it is set to the local version of the lib.\n', ""            - it will also try to load it from the main branch if it's not available at the local version of the lib.\n"", '            Specifying a version that is different from your local version of the lib might cause compatibility issues.\n', '        download_config ([`DownloadConfig`], *optional*):\n', '            Specific download configuration parameters.\n', '        download_mode ([`DownloadMode`] or `str`, defaults to `REUSE_DATASET_IF_EXISTS`):\n', '            Download/generate mode.\n', '        dynamic_modules_path (`str`, defaults to `~/.cache/huggingface/modules/datasets_modules`):\n', '            Optional path to the directory in which the dynamic modules are saved. It must have been initialized with `init_dynamic_modules`.\n', '            By default the datasets and metrics are stored inside the `datasets_modules` module.\n', '        data_files (`Union[Dict, List, str]`, *optional*):\n', '            Defining the data_files of the dataset configuration.\n', '        **download_kwargs (additional keyword arguments):\n', '            Optional attributes for [`DownloadConfig`] which will override the attributes in `download_config` if supplied,\n', '            for example `token`.\n', '\n', '    Returns:\n', '        Optional[str]: the default config name if there is one\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> from datasets import get_dataset_default_config_name\n', '    >>> get_dataset_default_config_name(""openbookqa"")\n', ""    'main'\n"", '    ```\n', '    """"""\n']","['dataset_module_factory', 'get_dataset_builder_class', 'list', 'len']",4
repos/datasets/src/datasets/inspect.py:get_dataset_split_names,get_dataset_split_names,function,17,69,60,580,8.41,0,1,"['path', 'config_name', 'data_files', 'Sequence[str]', 'Mapping[str', 'Union[str', 'Sequence[str]]]]] ', 'download_config', 'download_mode', 'str]] ', 'revision', 'Version]] ', 'token', 'str]] ', 'use_auth_token', '**config_kwargs', '']","[' str', ' Optional[str] ', ' Optional[Union[str', None, None, None, None, ' Optional[DownloadConfig] ', ' Optional[Union[DownloadMode', None, ' Optional[Union[str', None, ' Optional[Union[bool', None, None, None, None]","[None, ' None', None, None, None, None, ' None', ' None', None, ' None', None, ' None', None, ' None', '""deprecated""', None, None]",508,"['    """"""Get the list of available splits for a particular config and dataset.\n', '\n', '    Args:\n', '        path (`str`): path to the dataset processing script with the dataset builder. Can be either:\n', '\n', '            - a local path to processing script or the directory containing the script (if the script has the same name as the directory),\n', ""                e.g. `'./dataset/squad'` or `'./dataset/squad/squad.py'`\n"", '            - a dataset identifier on the Hugging Face Hub (list all available datasets and ids with [`datasets.list_datasets`])\n', ""                e.g. `'squad'`, `'glue'` or `'openai/webtext'`\n"", '        config_name (`str`, *optional*):\n', '            Defining the name of the dataset configuration.\n', '        data_files (`str` or `Sequence` or `Mapping`, *optional*):\n', '            Path(s) to source data file(s).\n', '        download_config ([`DownloadConfig`], *optional*):\n', '            Specific download configuration parameters.\n', '        download_mode ([`DownloadMode`] or `str`, defaults to `REUSE_DATASET_IF_EXISTS`):\n', '            Download/generate mode.\n', '        revision ([`Version`] or `str`, *optional*):\n', '            Version of the dataset script to load.\n', '            As datasets have their own git repository on the Datasets Hub, the default version ""main"" corresponds to their ""main"" branch.\n', '            You can specify a different version than the default ""main"" by using a commit SHA or a git tag of the dataset repository.\n', '        token (`str` or `bool`, *optional*):\n', '            Optional string or boolean to use as Bearer token for remote files on the Datasets Hub.\n', '            If `True`, or not specified, will get token from `""~/.huggingface""`.\n', '        use_auth_token (`str` or `bool`, *optional*):\n', '            Optional string or boolean to use as Bearer token for remote files on the Datasets Hub.\n', '            If `True`, or not specified, will get token from `""~/.huggingface""`.\n', '\n', '            <Deprecated version=""2.14.0"">\n', '\n', '            `use_auth_token` was deprecated in favor of `token` in version 2.14.0 and will be removed in 3.0.0.\n', '\n', '            </Deprecated>\n', '\n', '        **config_kwargs (additional keyword arguments):\n', '            Optional attributes for builder class which will override the attributes if supplied.\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> from datasets import get_dataset_split_names\n', ""    >>> get_dataset_split_names('rotten_tomatoes')\n"", ""    ['train', 'validation', 'test']\n"", '    ```\n', '    """"""\n']","['warnings.warn', 'get_dataset_config_info', 'list']",3
repos/datasets/src/datasets/inspect.py:inspect_dataset,inspect_dataset,function,22,47,41,572,12.17,0,4,"['path', 'local_path', 'download_config', '**download_kwargs']","[' str', ' str', ' Optional[DownloadConfig] ', None]","[None, None, ' None', None]",125,"['    """"""\n', '    Allow inspection/modification of a dataset script by copying on local drive at local_path.\n', '\n', '    Args:\n', '        path (`str`): Path to the dataset processing script with the dataset builder. Can be either:\n', '\n', '            - a local path to processing script or the directory containing the script (if the script has the same name\n', '                as the directory),\n', ""                e.g. `'./dataset/squad'` or `'./dataset/squad/squad.py'`.\n"", '            - a dataset identifier on the Hugging Face Hub (list all available datasets and ids with [`list_datasets`])\n', ""                e.g. `'squad'`, `'glue'` or `'openai/webtext'`.\n"", '        local_path (`str`):\n', '            Path to the local folder to copy the dataset script to.\n', '        download_config ([`DownloadConfig`], *optional*):\n', '            Specific download configuration parameters.\n', '        **download_kwargs (additional keyword arguments):\n', '            Optional arguments for [`DownloadConfig`] which will override\n', '            the attributes of `download_config` if supplied.\n', '    """"""\n']","['DownloadConfig', 'str', 'shutil.copytree', 'huggingface_hub.HfApi']",4
repos/datasets/src/datasets/inspect.py:inspect_metric,inspect_metric,function,35,128,102,1213,9.48,1,1,"['path', 'local_path', 'download_config', '**download_kwargs']","[' str', ' str', ' Optional[DownloadConfig] ', None]","[None, None, ' None', None]",164,[],"['DownloadConfig', 'print', 'warnings.warn', 'get_dataset_config_names', 'get_dataset_config_info']",5
repos/datasets/src/datasets/inspect.py:list_datasets,list_datasets,function,7,27,16,228,8.44,2,3,"['with_community_datasets', 'with_details']","[None, None]","['True', 'False']",53,"['    """"""List all the datasets scripts available on the Hugging Face Hub.\n', '\n', '    Args:\n', '        with_community_datasets (`bool`, *optional*, defaults to `True`):\n', '            Include the community provided datasets.\n', '        with_details (`bool`, *optional*, defaults to `False`):\n', '            Return the full details on the datasets instead of only the short name.\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> from datasets import list_datasets\n', '    >>> list_datasets()\n', ""    ['acronym_identification',\n"", ""     'ade_corpus_v2',\n"", ""     'adversarial_qa',\n"", ""     'aeslc',\n"", ""     'afrikaans_ner_corpus',\n"", ""     'ag_news',\n"", '     ...\n', '    ]\n', '    ```\n', '    """"""\n']","['huggingface_hub.list_datasets', 'list']",2
repos/datasets/src/datasets/inspect.py:list_metrics,list_metrics,function,7,27,15,192,7.11,2,3,"['with_community_metrics', 'with_details']","[None, None]","['True', 'False']",88,"['    """"""List all the metrics script available on the Hugging Face Hub.\n', '\n', '    <Deprecated version=""2.5.0"">\n', '\n', '    Use `evaluate.list_evaluation_modules` instead, from the new library 🤗 Evaluate: https://huggingface.co/docs/evaluate\n', '\n', '    </Deprecated>\n', '\n', '    Args:\n', '        with_community_metrics (:obj:`bool`, optional, default ``True``): Include the community provided metrics.\n', '        with_details (:obj:`bool`, optional, default ``False``): Return the full details on the metrics instead of only the short name.\n', '\n', '    Example:\n', '\n', '    ```py\n', '    >>> from datasets import list_metrics\n', '    >>> list_metrics()\n', ""    ['accuracy',\n"", ""     'bertscore',\n"", ""     'bleu',\n"", ""     'bleurt',\n"", ""     'cer',\n"", ""     'chrf',\n"", '     ...\n', '    ]\n', '    ```\n', '    """"""\n']",['huggingface_hub.list_metrics'],1
repos/datasets/src/datasets/inspect.py:SplitsNotFoundError,SplitsNotFoundError,class,0,1,1,4,4.0,0,0,[],[],[],48,[],[],0
repos/datasets/src/datasets/io/abc.py:AbstractDatasetInputStream,AbstractDatasetInputStream,class,14,39,34,381,9.77,0,0,[],[],[],34,[],[],0
repos/datasets/src/datasets/io/abc.py:AbstractDatasetReader,AbstractDatasetReader,class,20,58,50,610,10.52,0,1,[],[],[],8,[],[],0
repos/datasets/src/datasets/io/abc.py:AbstractDatasetInputStream:__init__,AbstractDatasetInputStream:__init__,method,12,12,12,149,12.42,0,0,"['self', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'num_proc', '**kwargs', '']","[None, ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[int] ', None, None]","[None, ' None', ' None', ' False', ' False', ' None', None, None]",9,[],[],0
repos/datasets/src/datasets/io/abc.py:AbstractDatasetInputStream:read,AbstractDatasetInputStream:read,method,0,1,1,4,4.0,0,0,['self'],[None],[None],52,[],[],0
repos/datasets/src/datasets/io/abc.py:AbstractDatasetReader:__init__,AbstractDatasetReader:__init__,method,18,23,22,249,10.83,0,1,"['self', 'path_or_paths', 'split', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'num_proc', '**kwargs', '']","[None, ' Optional[NestedDataStructureLike[PathLike]] ', ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[int] ', None, None]","[None, ' None', ' None', ' None', ' None', ' False', ' False', ' None', None, None]",9,[],['isinstance'],1
repos/datasets/src/datasets/io/abc.py:AbstractDatasetReader:read,AbstractDatasetReader:read,method,0,1,1,4,4.0,0,0,['self'],[None],[None],30,[],[],0
repos/datasets/src/datasets/io/csv.py:CsvDatasetReader,CsvDatasetReader,class,24,80,60,1090,13.62,0,2,[],[],[],15,[],[],0
repos/datasets/src/datasets/io/csv.py:CsvDatasetWriter,CsvDatasetWriter,class,52,215,144,2083,9.69,2,5,[],[],[],69,[],[],0
repos/datasets/src/datasets/io/csv.py:CsvDatasetReader:__init__,CsvDatasetReader:__init__,method,12,25,21,354,14.16,0,1,"['self', 'path_or_paths', 'split', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'num_proc', '**kwargs', '']","[None, ' NestedDataStructureLike[PathLike]', ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[int] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' False', ' None', None, None]",16,[],"['super', 'isinstance', 'Csv']",3
repos/datasets/src/datasets/io/csv.py:CsvDatasetReader:read,CsvDatasetReader:read,method,10,28,22,474,16.93,0,1,['self'],[None],[None],45,[],[],0
repos/datasets/src/datasets/io/csv.py:CsvDatasetWriter:__init__,CsvDatasetWriter:__init__,method,17,37,34,332,8.97,0,2,"['self', 'dataset', 'path_or_buf', 'BinaryIO]', 'batch_size', 'num_proc', 'storage_options', '**to_csv_kwargs', '']","[None, ' Dataset', ' Union[PathLike', None, ' Optional[int] ', ' Optional[int] ', ' Optional[dict] ', None, None]","[None, None, None, None, ' None', ' None', ' None', None, None]",16,[],['ValueError'],1
repos/datasets/src/datasets/io/csv.py:CsvDatasetWriter:_batch_csv,CsvDatasetWriter:_batch_csv,method,14,27,26,310,11.48,0,1,"['self', 'args']","[None, None]","[None, None]",102,[],"['query_table', 'key=slice', 'batch.to_pandas', 'csv_str.encode']",4
repos/datasets/src/datasets/io/csv.py:CsvDatasetWriter:_write,CsvDatasetWriter:_write,method,16,81,52,667,8.23,2,1,"['self', 'file_obj', 'header', 'index', '**to_csv_kwargs']","[None, ' BinaryIO', None, None, None]","[None, None, None, None, None]",115,"['        """"""Writes the pyarrow table as CSV to a binary file handle.\n', '\n', '        Caller is responsible for opening and closing the handle.\n', '        """"""\n']","['hf_tqdm', 'range', 'len', 'self._batch_csv', 'file_obj.write', 'multiprocessing.Pool', 'pool.imap']",7
repos/datasets/src/datasets/io/csv.py:CsvDatasetWriter:write,CsvDatasetWriter:write,method,10,35,30,464,13.26,0,1,['self'],[None],[None],90,[],"['isinstance', 'fsspec.open', 'self._write']",3
repos/datasets/src/datasets/io/generator.py:GeneratorDatasetInputStream,GeneratorDatasetInputStream,class,20,71,53,960,13.52,0,1,[],[],[],8,[],[],0
repos/datasets/src/datasets/io/generator.py:GeneratorDatasetInputStream:__init__,GeneratorDatasetInputStream:__init__,method,8,16,13,260,16.25,0,0,"['self', 'generator', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'gen_kwargs', 'num_proc', '**kwargs', '']","[None, ' Callable', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[dict] ', ' Optional[int] ', None, None]","[None, None, ' None', ' None', ' False', ' False', ' None', ' None', None, None]",9,[],"['super', 'Generator']",2
repos/datasets/src/datasets/io/generator.py:GeneratorDatasetInputStream:read,GeneratorDatasetInputStream:read,method,10,28,22,468,16.71,0,1,['self'],[None],[None],36,[],[],0
repos/datasets/src/datasets/io/json.py:JsonDatasetReader,JsonDatasetReader,class,26,86,65,1147,13.34,0,2,[],[],[],15,[],[],0
repos/datasets/src/datasets/io/json.py:JsonDatasetWriter,JsonDatasetWriter,class,56,292,190,2769,9.48,2,9,[],[],[],73,[],[],0
repos/datasets/src/datasets/io/json.py:JsonDatasetReader:__init__,JsonDatasetReader:__init__,method,14,28,24,385,13.75,0,1,"['self', 'path_or_paths', 'split', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'field', 'num_proc', '**kwargs', '']","[None, ' NestedDataStructureLike[PathLike]', ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[str] ', ' Optional[int] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' False', ' None', ' None', None, None]",16,[],"['super', 'isinstance', 'Json']",3
repos/datasets/src/datasets/io/json.py:JsonDatasetReader:read,JsonDatasetReader:read,method,10,28,22,474,16.93,0,1,['self'],[None],[None],48,[],[],0
repos/datasets/src/datasets/io/json.py:JsonDatasetWriter:__init__,JsonDatasetWriter:__init__,method,17,37,34,334,9.03,0,2,"['self', 'dataset', 'path_or_buf', 'BinaryIO]', 'batch_size', 'num_proc', 'storage_options', '**to_json_kwargs', '']","[None, ' Dataset', ' Union[PathLike', None, ' Optional[int] ', ' Optional[int] ', ' Optional[dict] ', None, None]","[None, None, None, None, ' None', ' None', ' None', None, None]",16,[],['ValueError'],1
repos/datasets/src/datasets/io/json.py:JsonDatasetWriter:_batch_json,JsonDatasetWriter:_batch_json,method,13,26,25,336,12.92,0,1,"['self', 'args']","[None, None]","[None, None]",122,[],"['query_table', 'key=slice', 'batch.to_pandas', 'json_str.endswith', 'json_str.encode']",5
repos/datasets/src/datasets/io/json.py:JsonDatasetWriter:_write,JsonDatasetWriter:_write,method,16,81,52,677,8.36,2,1,"['self', 'file_obj', 'orient', 'lines', '**to_json_kwargs', '']","[None, ' BinaryIO', None, None, None, None]","[None, None, None, None, None, None]",135,"['        """"""Writes the pyarrow table as JSON lines to a binary file handle.\n', '\n', '        Caller is responsible for opening and closing the handle.\n', '        """"""\n']","['hf_tqdm', 'range', 'len', 'self._batch_json', 'file_obj.write', 'multiprocessing.Pool', 'pool.imap']",7
repos/datasets/src/datasets/io/json.py:JsonDatasetWriter:write,JsonDatasetWriter:write,method,15,111,86,1102,9.93,0,5,['self'],[None],[None],94,[],"['isinstance', 'NotImplementedError', 'fsspec.open', 'self._write']",4
repos/datasets/src/datasets/io/parquet.py:get_writer_batch_size,get_writer_batch_size,function,8,40,29,505,12.62,0,2,['features'],[' Features'],[None],18,"['    """"""\n', '    Get the writer_batch_size that defines the maximum row group size in the parquet files.\n', '    The default in `datasets` is 1,000 but we lower it to 100 for image datasets.\n', '    This allows to optimize random access to parquet file, since accessing 1 row requires\n', '    to read its entire row group.\n', '\n', '    This can be improved to get optimized size for querying/iterating\n', '    but at least it matches the dataset viewer expectations on HF.\n', '\n', '    Args:\n', '        ds_config_info (`datasets.info.DatasetInfo`):\n', '            Dataset info from `datasets`.\n', '    Returns:\n', '        writer_batch_size (`Optional[int]`):\n', '            Writer batch size to pass to a dataset builder.\n', '            If `None`, then it will use the `datasets` default.\n', '    """"""\n']","['set_batch_size', 'isinstance', 'min', '_visit']",4
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetReader,ParquetDatasetReader,class,26,83,63,1151,13.87,0,2,[],[],[],53,[],[],0
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetWriter,ParquetDatasetWriter,class,38,113,91,1369,12.12,1,2,[],[],[],109,[],[],0
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetReader:__init__,ParquetDatasetReader:__init__,method,14,28,24,415,14.82,0,1,"['self', 'path_or_paths', 'split', 'features', 'cache_dir', 'keep_in_memory', 'streaming', 'num_proc', '**kwargs', '']","[None, ' NestedDataStructureLike[PathLike]', ' Optional[NamedSplit] ', ' Optional[Features] ', ' str ', ' bool ', ' bool ', ' Optional[int] ', None, None]","[None, None, ' None', ' None', ' None', ' False', ' False', ' None', None, None]",54,[],"['super', 'isinstance', 'Parquet']",3
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetReader:read,ParquetDatasetReader:read,method,10,28,22,474,16.93,0,1,['self'],[None],[None],85,[],[],0
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetWriter:__init__,ParquetDatasetWriter:__init__,method,12,14,13,207,14.79,0,0,"['self', 'dataset', 'path_or_buf', 'BinaryIO]', 'batch_size', 'storage_options', '**parquet_writer_kwargs', '']","[None, ' Dataset', ' Union[PathLike', None, ' Optional[int] ', ' Optional[dict] ', None, None]","[None, None, None, None, ' None', ' None', None, None]",54,[],['get_writer_batch_size'],1
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetWriter:_write,ParquetDatasetWriter:_write,method,18,40,36,475,11.88,1,0,"['self', 'file_obj', 'batch_size', '**parquet_writer_kwargs']","[None, ' BinaryIO', ' int', None]","[None, None, None, None]",134,"['        """"""Writes the pyarrow table as Parquet to a binary file handle.\n', '\n', '        Caller is responsible for opening and closing the handle.\n', '        """"""\n']","['parquet_writer_kwargs.pop', 'pq.ParquetWriter', 'hf_tqdm', 'range', 'len', 'query_table', 'key=slice', 'writer.write_table', 'writer.close']",9
repos/datasets/src/datasets/io/parquet.py:ParquetDatasetWriter:write,ParquetDatasetWriter:write,method,9,30,24,415,13.83,0,2,['self'],[None],[None],124,[],"['isinstance', 'fsspec.open', 'self._write']",3
repos/datasets/src/datasets/io/spark.py:SparkDatasetReader,SparkDatasetReader,class,21,69,51,904,13.1,0,2,[],[],[],11,[],[],0
repos/datasets/src/datasets/io/spark.py:SparkDatasetReader:__init__,SparkDatasetReader:__init__,method,12,20,17,316,15.8,0,0,"['self', 'df', 'split', 'features', 'streaming', 'cache_dir', 'keep_in_memory', 'working_dir', 'load_from_cache_file', 'file_format', '**kwargs', '']","[None, ' pyspark.sql.DataFrame', ' Optional[NamedSplit] ', ' Optional[Features] ', ' bool ', ' str ', ' bool ', ' str ', ' bool ', ' str ', None, None]","[None, None, ' None', ' None', ' True', ' None', ' False', ' None', ' True', ' ""arrow""', None, None]",18,[],"['super', 'Spark']",2
repos/datasets/src/datasets/io/spark.py:SparkDatasetReader:read,SparkDatasetReader:read,method,8,16,14,300,18.75,0,2,['self'],[None],[None],49,[],[],0
repos/datasets/src/datasets/io/sql.py:SqlDatasetReader,SqlDatasetReader,class,13,58,48,813,14.02,0,0,[],[],[],17,[],[],0
repos/datasets/src/datasets/io/sql.py:SqlDatasetWriter,SqlDatasetWriter,class,45,190,128,1717,9.04,2,3,[],[],[],56,[],[],0
